date,week_start,user_login,email,team,role,editor_primary,language_primary,suggestions,acceptances,acceptance_rate_pct,ide_chat_interactions,dotcom_chat_interactions,last_activity_at,last_activity_bucket,repository,model,pr_summaries_created
2025-09-11,2025-09-08,dev16,dev16@example.com,mobile,SDE1,vscode,python,235,146,62.13,0,3,2025-10-07,0-7,payments/api,default,0
2025-09-11,2025-09-08,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,167,116,69.46,0,2,2025-09-13,0-7,mobile/app,default,0
2025-09-11,2025-09-08,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,216,122,56.48,0,3,2025-10-09,0-7,demo/repo2,a-custom-model,0
2025-09-11,2025-09-08,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,166,110,66.27,0,2,2025-10-13,0-7,demo/repo2,default,1
2025-09-11,2025-09-08,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,234,164,70.09,0,3,2025-09-20,0-7,mobile/app,default,1
2025-09-12,2025-09-08,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,158,71,44.94,0,1,2025-10-10,0-7,demo/repo1,default,1
2025-09-12,2025-09-08,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,301,225,74.75,0,2,2025-09-24,0-7,payments/api,default,2
2025-09-12,2025-09-08,dev03,dev03@example.com,growth,SDE2,vscode,python,152,107,70.39,0,0,2025-09-22,0-7,demo/repo2,default,1
2025-09-12,2025-09-08,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,326,190,58.28,0,1,2025-10-11,0-7,demo/repo2,default,1
2025-09-12,2025-09-08,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,317,158,49.84,0,1,2025-09-22,0-7,mobile/app,default,1
2025-09-12,2025-09-08,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,189,86,45.5,0,0,2025-10-12,0-7,mobile/app,default,1
2025-09-12,2025-09-08,dev07,dev07@example.com,mobile,SDE1,vscode,python,252,151,59.92,0,0,2025-09-19,0-7,demo/repo1,default,1
2025-09-12,2025-09-08,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,144,81,56.25,0,0,2025-10-08,0-7,mobile/app,a-custom-model,0
2025-09-12,2025-09-08,dev09,dev09@example.com,growth,SDE1,vscode,typescript,329,222,67.48,0,1,2025-10-01,0-7,payments/api,default,1
2025-09-12,2025-09-08,dev10,dev10@example.com,growth,SDE1,vscode,go,296,204,68.92,0,1,2025-09-16,0-7,demo/repo2,default,0
2025-09-12,2025-09-08,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,227,150,66.08,0,0,2025-10-10,0-7,demo/repo2,default,0
2025-09-12,2025-09-08,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,263,193,73.38,0,0,2025-09-17,0-7,payments/api,default,1
2025-09-12,2025-09-08,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,184,97,52.72,0,0,2025-09-16,0-7,payments/api,default,1
2025-09-12,2025-09-08,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,205,135,65.85,0,0,2025-10-12,0-7,demo/repo2,a-custom-model,0
2025-09-12,2025-09-08,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,237,138,58.23,0,0,2025-09-13,0-7,payments/api,default,1
2025-09-12,2025-09-08,dev16,dev16@example.com,mobile,SDE1,vscode,python,270,174,64.44,0,1,2025-10-07,0-7,demo/repo2,default,0
2025-09-12,2025-09-08,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,191,140,73.3,0,0,2025-09-13,0-7,demo/repo2,default,0
2025-09-12,2025-09-08,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,247,146,59.11,0,0,2025-10-09,0-7,mobile/app,default,1
2025-09-12,2025-09-08,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,190,133,70.0,0,0,2025-10-13,0-7,mobile/app,default,1
2025-09-12,2025-09-08,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,268,194,72.39,0,1,2025-09-20,0-7,payments/api,default,1
2025-09-13,2025-09-08,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,142,58,40.85,0,1,2025-10-10,0-7,payments/api,default,0
2025-09-13,2025-09-08,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,269,195,72.49,0,2,2025-09-24,0-7,payments/api,a-custom-model,1
2025-09-13,2025-09-08,dev03,dev03@example.com,growth,SDE2,vscode,python,136,90,66.18,0,1,2025-09-22,0-7,mobile/app,default,0
2025-09-13,2025-09-08,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,292,164,56.16,0,2,2025-10-11,0-7,payments/api,default,1
2025-09-13,2025-09-08,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,283,135,47.7,0,2,2025-09-22,0-7,demo/repo2,default,1
2025-09-13,2025-09-08,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,169,71,42.01,0,1,2025-10-12,0-7,payments/api,default,0
2025-09-13,2025-09-08,dev07,dev07@example.com,mobile,SDE1,vscode,python,225,129,57.33,0,1,2025-09-19,0-7,demo/repo2,default,1
2025-09-13,2025-09-08,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,128,67,52.34,0,1,2025-10-08,0-7,demo/repo1,a-custom-model,1
2025-09-13,2025-09-08,dev09,dev09@example.com,growth,SDE1,vscode,typescript,294,193,65.65,0,2,2025-10-01,0-7,demo/repo1,default,1
2025-09-13,2025-09-08,dev10,dev10@example.com,growth,SDE1,vscode,go,265,177,66.79,0,2,2025-09-16,0-7,payments/api,default,1
2025-09-13,2025-09-08,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,203,128,63.05,0,1,2025-10-10,0-7,payments/api,a-custom-model,1
2025-09-13,2025-09-08,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,235,166,70.64,0,2,2025-09-17,0-7,mobile/app,default,1
2025-09-13,2025-09-08,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,165,81,49.09,0,1,2025-09-16,0-7,mobile/app,default,1
2025-09-13,2025-09-08,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,183,114,62.3,0,1,2025-10-12,0-7,demo/repo1,default,1
2025-09-13,2025-09-08,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,212,117,55.19,0,1,2025-09-13,0-7,payments/api,a-custom-model,1
2025-09-13,2025-09-08,dev16,dev16@example.com,mobile,SDE1,vscode,python,241,150,62.24,0,2,2025-10-07,0-7,demo/repo1,default,1
2025-09-13,2025-09-08,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,171,119,69.59,0,1,2025-09-13,0-7,demo/repo1,default,1
2025-09-13,2025-09-08,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,221,125,56.56,0,1,2025-10-09,0-7,mobile/app,default,1
2025-09-13,2025-09-08,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,170,113,66.47,0,1,2025-10-13,0-7,demo/repo2,default,1
2025-09-13,2025-09-08,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,239,167,69.87,0,2,2025-09-20,0-7,payments/api,default,0
2025-09-14,2025-09-08,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,86,33,38.37,0,0,2025-10-10,0-7,demo/repo1,default,0
2025-09-14,2025-09-08,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,162,116,71.6,0,1,2025-09-24,0-7,mobile/app,default,1
2025-09-14,2025-09-08,dev03,dev03@example.com,growth,SDE2,vscode,python,82,52,63.41,0,1,2025-09-22,0-7,payments/api,default,0
2025-09-14,2025-09-08,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,176,97,55.11,0,1,2025-10-11,0-7,demo/repo2,default,1
2025-09-14,2025-09-08,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,171,79,46.2,0,1,2025-09-22,0-7,payments/api,default,0
2025-09-14,2025-09-08,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,102,41,40.2,0,1,2025-10-12,0-7,mobile/app,default,0
2025-09-14,2025-09-08,dev07,dev07@example.com,mobile,SDE1,vscode,python,136,76,55.88,0,1,2025-09-19,0-7,demo/repo1,default,1
2025-09-14,2025-09-08,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,78,39,50.0,0,1,2025-10-08,0-7,demo/repo2,default,0
2025-09-14,2025-09-08,dev09,dev09@example.com,growth,SDE1,vscode,typescript,177,114,64.41,0,1,2025-10-01,0-7,mobile/app,default,1
2025-09-14,2025-09-08,dev10,dev10@example.com,growth,SDE1,vscode,go,160,105,65.62,0,1,2025-09-16,0-7,demo/repo1,default,1
2025-09-14,2025-09-08,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,122,75,61.48,0,1,2025-10-10,0-7,mobile/app,default,0
2025-09-14,2025-09-08,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,142,98,69.01,0,1,2025-09-17,0-7,demo/repo2,default,0
2025-09-14,2025-09-08,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,100,47,47.0,0,1,2025-09-16,0-7,payments/api,default,0
2025-09-14,2025-09-08,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,111,67,60.36,0,1,2025-10-12,0-7,demo/repo2,default,0
2025-09-14,2025-09-08,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,128,69,53.91,0,1,2025-09-13,0-7,demo/repo1,default,0
2025-09-14,2025-09-08,dev16,dev16@example.com,mobile,SDE1,vscode,python,146,89,60.96,0,1,2025-10-07,0-7,mobile/app,default,0
2025-09-14,2025-09-08,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,103,70,67.96,0,1,2025-09-13,0-7,payments/api,default,0
2025-09-14,2025-09-08,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,134,74,55.22,0,1,2025-10-09,0-7,demo/repo2,default,1
2025-09-14,2025-09-08,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,103,67,65.05,0,1,2025-10-13,0-7,demo/repo2,default,0
2025-09-14,2025-09-08,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,145,99,68.28,0,1,2025-09-20,0-7,payments/api,default,0
2025-09-15,2025-09-15,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,189,78,41.27,0,2,2025-10-10,0-7,payments/api,default,0
2025-09-15,2025-09-15,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,355,260,73.24,0,1,2025-09-24,0-7,payments/api,default,2
2025-09-15,2025-09-15,dev03,dev03@example.com,growth,SDE2,vscode,python,180,120,66.67,0,1,2025-09-22,0-7,demo/repo2,default,1
2025-09-15,2025-09-15,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,385,218,56.62,0,1,2025-10-11,0-7,demo/repo1,a-custom-model,0
2025-09-15,2025-09-15,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,374,179,47.86,0,1,2025-09-22,0-7,payments/api,default,0
2025-09-15,2025-09-15,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,223,95,42.6,0,1,2025-10-12,0-7,payments/api,default,1
2025-09-15,2025-09-15,dev07,dev07@example.com,mobile,SDE1,vscode,python,297,172,57.91,0,1,2025-09-19,0-7,demo/repo1,a-custom-model,1
2025-09-15,2025-09-15,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,170,90,52.94,0,1,2025-10-08,0-7,mobile/app,default,0
2025-09-15,2025-09-15,dev09,dev09@example.com,growth,SDE1,vscode,typescript,388,256,65.98,0,1,2025-10-01,0-7,demo/repo2,default,2
2025-09-15,2025-09-15,dev10,dev10@example.com,growth,SDE1,vscode,go,349,234,67.05,0,1,2025-09-16,0-7,demo/repo2,default,2
2025-09-15,2025-09-15,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,268,171,63.81,0,1,2025-10-10,0-7,payments/api,default,1
2025-09-15,2025-09-15,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,310,221,71.29,0,1,2025-09-17,0-7,demo/repo2,default,2
2025-09-15,2025-09-15,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,218,109,50.0,0,1,2025-09-16,0-7,mobile/app,default,1
2025-09-15,2025-09-15,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,242,153,63.22,0,1,2025-10-12,0-7,mobile/app,a-custom-model,1
2025-09-15,2025-09-15,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,280,157,56.07,0,1,2025-09-13,0-7,demo/repo1,default,1
2025-09-15,2025-09-15,dev16,dev16@example.com,mobile,SDE1,vscode,python,318,199,62.58,0,1,2025-10-07,0-7,demo/repo1,default,1
2025-09-15,2025-09-15,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,226,159,70.35,0,1,2025-09-13,0-7,payments/api,default,1
2025-09-15,2025-09-15,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,292,166,56.85,0,1,2025-10-09,0-7,mobile/app,default,0
2025-09-15,2025-09-15,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,224,151,67.41,0,1,2025-10-13,0-7,payments/api,default,1
2025-09-15,2025-09-15,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,316,223,70.57,0,1,2025-09-20,0-7,demo/repo1,a-custom-model,2
2025-09-16,2025-09-15,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,217,95,43.78,0,1,2025-10-10,0-7,payments/api,default,0
2025-09-16,2025-09-15,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,409,303,74.08,0,3,2025-09-24,0-7,payments/api,default,0
2025-09-16,2025-09-15,dev03,dev03@example.com,growth,SDE2,vscode,python,207,143,69.08,0,2,2025-09-22,0-7,payments/api,default,0
2025-09-16,2025-09-15,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,444,256,57.66,0,4,2025-10-11,0-7,mobile/app,default,1
2025-09-16,2025-09-15,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,431,211,48.96,0,3,2025-09-22,0-7,payments/api,default,0
2025-09-16,2025-09-15,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,257,115,44.75,0,2,2025-10-12,0-7,mobile/app,default,0
2025-09-16,2025-09-15,dev07,dev07@example.com,mobile,SDE1,vscode,python,343,202,58.89,0,3,2025-09-19,0-7,payments/api,default,2
2025-09-16,2025-09-15,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,195,108,55.38,0,2,2025-10-08,0-7,payments/api,default,1
2025-09-16,2025-09-15,dev09,dev09@example.com,growth,SDE1,vscode,typescript,447,299,66.89,0,4,2025-10-01,0-7,demo/repo1,default,2
2025-09-16,2025-09-15,dev10,dev10@example.com,growth,SDE1,vscode,go,403,274,67.99,0,3,2025-09-16,0-7,mobile/app,default,0
2025-09-16,2025-09-15,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,309,201,65.05,0,2,2025-10-10,0-7,mobile/app,a-custom-model,1
2025-09-16,2025-09-15,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,357,258,72.27,0,3,2025-09-17,0-7,payments/api,default,2
2025-09-16,2025-09-15,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,251,130,51.79,0,2,2025-09-16,0-7,demo/repo2,default,1
2025-09-16,2025-09-15,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,279,180,64.52,0,2,2025-10-12,0-7,demo/repo1,default,1
2025-09-16,2025-09-15,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,323,185,57.28,0,3,2025-09-13,0-7,mobile/app,default,1
2025-09-16,2025-09-15,dev16,dev16@example.com,mobile,SDE1,vscode,python,367,233,63.49,0,3,2025-10-07,0-7,mobile/app,default,1
2025-09-16,2025-09-15,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,260,187,71.92,0,2,2025-09-13,0-7,payments/api,default,2
2025-09-16,2025-09-15,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,337,196,58.16,0,3,2025-10-09,0-7,demo/repo2,default,1
2025-09-16,2025-09-15,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,258,178,68.99,0,2,2025-10-13,0-7,mobile/app,a-custom-model,1
2025-09-16,2025-09-15,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,365,261,71.51,0,3,2025-09-20,0-7,payments/api,default,2
2025-09-17,2025-09-15,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,188,87,46.28,0,2,2025-10-10,0-7,demo/repo2,default,0
2025-09-17,2025-09-15,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,354,268,75.71,0,3,2025-09-24,0-7,demo/repo2,default,2
2025-09-17,2025-09-15,dev03,dev03@example.com,growth,SDE2,vscode,python,179,128,71.51,0,1,2025-09-22,0-7,mobile/app,a-custom-model,0
2025-09-17,2025-09-15,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,384,227,59.11,0,3,2025-10-11,0-7,demo/repo2,default,2
2025-09-17,2025-09-15,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,373,188,50.4,0,3,2025-09-22,0-7,payments/api,default,0
2025-09-17,2025-09-15,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,222,104,46.85,0,2,2025-10-12,0-7,mobile/app,a-custom-model,1
2025-09-17,2025-09-15,dev07,dev07@example.com,mobile,SDE1,vscode,python,297,181,60.94,0,2,2025-09-19,0-7,demo/repo1,default,1
2025-09-17,2025-09-15,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,169,97,57.4,0,1,2025-10-08,0-7,demo/repo1,a-custom-model,0
2025-09-17,2025-09-15,dev09,dev09@example.com,growth,SDE1,vscode,typescript,387,264,68.22,0,3,2025-10-01,0-7,demo/repo2,default,1
2025-09-17,2025-09-15,dev10,dev10@example.com,growth,SDE1,vscode,go,349,243,69.63,0,3,2025-09-16,0-7,demo/repo2,default,1
2025-09-17,2025-09-15,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,267,179,67.04,0,2,2025-10-10,0-7,mobile/app,default,1
2025-09-17,2025-09-15,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,310,230,74.19,0,2,2025-09-17,0-7,mobile/app,default,2
2025-09-17,2025-09-15,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,217,117,53.92,0,2,2025-09-16,0-7,mobile/app,a-custom-model,1
2025-09-17,2025-09-15,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,242,161,66.53,0,2,2025-10-12,0-7,demo/repo1,default,1
2025-09-17,2025-09-15,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,280,166,59.29,0,2,2025-09-13,0-7,demo/repo1,default,1
2025-09-17,2025-09-15,dev16,dev16@example.com,mobile,SDE1,vscode,python,318,208,65.41,0,3,2025-10-07,0-7,demo/repo2,default,1
2025-09-17,2025-09-15,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,225,166,73.78,0,2,2025-09-13,0-7,payments/api,default,2
2025-09-17,2025-09-15,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,292,175,59.93,0,2,2025-10-09,0-7,demo/repo2,default,2
2025-09-17,2025-09-15,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,224,159,70.98,0,2,2025-10-13,0-7,demo/repo1,a-custom-model,1
2025-09-17,2025-09-15,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,316,232,73.42,0,3,2025-09-20,0-7,mobile/app,default,0
2025-09-18,2025-09-15,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,139,56,40.29,0,2,2025-10-10,0-7,mobile/app,default,0
2025-09-18,2025-09-15,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,262,190,72.52,0,4,2025-09-24,0-7,demo/repo2,default,1
2025-09-18,2025-09-15,dev03,dev03@example.com,growth,SDE2,vscode,python,133,88,66.17,0,1,2025-09-22,0-7,demo/repo1,default,1
2025-09-18,2025-09-15,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,285,160,56.14,0,3,2025-10-11,0-7,demo/repo1,default,1
2025-09-18,2025-09-15,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,277,132,47.65,0,3,2025-09-22,0-7,payments/api,a-custom-model,0
2025-09-18,2025-09-15,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,165,69,41.82,0,2,2025-10-12,0-7,demo/repo2,default,0
2025-09-18,2025-09-15,dev07,dev07@example.com,mobile,SDE1,vscode,python,220,126,57.27,0,2,2025-09-19,0-7,mobile/app,default,0
2025-09-18,2025-09-15,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,125,65,52.0,0,1,2025-10-08,0-7,demo/repo1,default,0
2025-09-18,2025-09-15,dev09,dev09@example.com,growth,SDE1,vscode,typescript,287,188,65.51,0,3,2025-10-01,0-7,demo/repo2,default,1
2025-09-18,2025-09-15,dev10,dev10@example.com,growth,SDE1,vscode,go,258,172,66.67,0,3,2025-09-16,0-7,demo/repo2,default,2
2025-09-18,2025-09-15,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,198,125,63.13,0,2,2025-10-10,0-7,demo/repo1,a-custom-model,0
2025-09-18,2025-09-15,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,229,162,70.74,0,2,2025-09-17,0-7,demo/repo1,default,1
2025-09-18,2025-09-15,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,161,79,49.07,0,2,2025-09-16,0-7,mobile/app,default,1
2025-09-18,2025-09-15,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,179,112,62.57,0,2,2025-10-12,0-7,payments/api,default,1
2025-09-18,2025-09-15,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,207,115,55.56,0,2,2025-09-13,0-7,demo/repo2,a-custom-model,0
2025-09-18,2025-09-15,dev16,dev16@example.com,mobile,SDE1,vscode,python,235,146,62.13,0,2,2025-10-07,0-7,demo/repo1,default,1
2025-09-18,2025-09-15,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,167,116,69.46,0,2,2025-09-13,0-7,payments/api,default,0
2025-09-18,2025-09-15,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,216,122,56.48,0,2,2025-10-09,0-7,demo/repo1,default,1
2025-09-18,2025-09-15,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,166,110,66.27,0,2,2025-10-13,0-7,demo/repo2,a-custom-model,1
2025-09-18,2025-09-15,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,234,164,70.09,0,2,2025-09-20,0-7,payments/api,default,1
2025-09-19,2025-09-15,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,189,78,41.27,0,1,2025-10-10,0-7,payments/api,default,1
2025-09-19,2025-09-15,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,355,260,73.24,0,2,2025-09-24,0-7,demo/repo2,default,2
2025-09-19,2025-09-15,dev03,dev03@example.com,growth,SDE2,vscode,python,180,120,66.67,0,1,2025-09-22,0-7,demo/repo1,default,1
2025-09-19,2025-09-15,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,385,218,56.62,0,2,2025-10-11,0-7,payments/api,default,2
2025-09-19,2025-09-15,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,374,179,47.86,0,1,2025-09-22,0-7,mobile/app,default,1
2025-09-19,2025-09-15,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,222,95,42.79,0,0,2025-10-12,0-7,demo/repo2,default,0
2025-09-19,2025-09-15,dev07,dev07@example.com,mobile,SDE1,vscode,python,297,172,57.91,0,0,2025-09-19,0-7,demo/repo2,default,2
2025-09-19,2025-09-15,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,169,89,52.66,0,0,2025-10-08,0-7,mobile/app,a-custom-model,1
2025-09-19,2025-09-15,dev09,dev09@example.com,growth,SDE1,vscode,typescript,388,256,65.98,0,1,2025-10-01,0-7,demo/repo2,default,0
2025-09-19,2025-09-15,dev10,dev10@example.com,growth,SDE1,vscode,go,349,234,67.05,0,0,2025-09-16,0-7,demo/repo2,default,1
2025-09-19,2025-09-15,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,267,170,63.67,0,0,2025-10-10,0-7,demo/repo1,default,1
2025-09-19,2025-09-15,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,310,221,71.29,0,0,2025-09-17,0-7,demo/repo1,default,1
2025-09-19,2025-09-15,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,217,108,49.77,0,0,2025-09-16,0-7,demo/repo2,default,0
2025-09-19,2025-09-15,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,242,153,63.22,0,0,2025-10-12,0-7,demo/repo1,default,1
2025-09-19,2025-09-15,dev15,dev15@example.com,core-platform,Senior SDE,jetbrains,typescript,280,157,56.07,0,0,2025-09-13,0-7,payments/api,default,1
2025-09-19,2025-09-15,dev16,dev16@example.com,mobile,SDE1,vscode,python,318,199,62.58,0,0,2025-10-07,0-7,mobile/app,default,1
2025-09-19,2025-09-15,dev17,dev17@example.com,mobile,Tech Lead,vscode,javascript,226,159,70.35,0,0,2025-09-13,0-7,mobile/app,default,1
2025-09-19,2025-09-15,dev18,dev18@example.com,growth,Tech Lead,vscode,javascript,292,166,56.85,0,0,2025-10-09,0-7,payments/api,default,1
2025-09-19,2025-09-15,dev19,dev19@example.com,core-platform,Senior SDE,neovim,typescript,224,151,67.41,0,0,2025-10-13,0-7,demo/repo2,default,1
2025-09-19,2025-09-15,dev20,dev20@example.com,core-platform,Tech Lead,neovim,typescript,316,223,70.57,0,0,2025-09-20,0-7,demo/repo1,default,0
2025-09-20,2025-09-15,dev01,dev01@example.com,core-platform,SDE1,jetbrains,java,87,36,41.38,0,1,2025-10-10,0-7,payments/api,default,0
2025-09-20,2025-09-15,dev02,dev02@example.com,core-platform,Senior SDE,vscode,python,162,118,72.84,0,1,2025-09-24,0-7,payments/api,default,1
2025-09-20,2025-09-15,dev03,dev03@example.com,growth,SDE2,vscode,python,82,55,67.07,0,1,2025-09-22,0-7,payments/api,default,0
2025-09-20,2025-09-15,dev04,dev04@example.com,core-platform,Senior SDE,vscode,python,176,99,56.25,0,2,2025-10-11,0-7,payments/api,default,1
2025-09-20,2025-09-15,dev05,dev05@example.com,mobile,Tech Lead,vscode,javascript,171,81,47.37,0,1,2025-09-22,0-7,payments/api,default,1
2025-09-20,2025-09-15,dev06,dev06@example.com,growth,Tech Lead,vscode,javascript,102,44,43.14,0,1,2025-10-12,0-7,demo/repo1,a-custom-model,0
2025-09-20,2025-09-15,dev07,dev07@example.com,mobile,SDE1,vscode,python,136,78,57.35,0,1,2025-09-19,0-7,demo/repo1,default,1
2025-09-20,2025-09-15,dev08,dev08@example.com,growth,Senior SDE,vscode,javascript,77,41,53.25,0,1,2025-10-08,0-7,payments/api,default,0
2025-09-20,2025-09-15,dev09,dev09@example.com,growth,SDE1,vscode,typescript,177,116,65.54,0,2,2025-10-01,0-7,mobile/app,default,0
2025-09-20,2025-09-15,dev10,dev10@example.com,growth,SDE1,vscode,go,160,107,66.88,0,1,2025-09-16,0-7,demo/repo1,a-custom-model,1
2025-09-20,2025-09-15,dev11,dev11@example.com,growth,Senior SDE,jetbrains,java,122,78,63.93,0,1,2025-10-10,0-7,payments/api,a-custom-model,1
2025-09-20,2025-09-15,dev12,dev12@example.com,core-platform,Tech Lead,vscode,python,142,100,70.42,0,1,2025-09-17,0-7,payments/api,default,1
2025-09-20,2025-09-15,dev13,dev13@example.com,mobile,Senior SDE,vscode,typescript,99,50,50.51,0,1,2025-09-16,0-7,demo/repo1,default,0
2025-09-20,2025-09-15,dev14,dev14@example.com,core-platform,Tech Lead,neovim,java,111,70,63.06,0,1,2025-10-12,0-7,demo/repo1,default,0
